transaction_id,sender_id,receiver_id,amount,timestamp
TXN_00000128,ACC_05460,ACC_07154,15533.3,14-01-2024 10:25
TXN_00000129,ACC_08711,ACC_05422,27765.18,07-01-2024 13:42
TXN_00000130,ACC_06105,ACC_08548,37431.91,06-01-2024 19:36
TXN_00000131,ACC_05465,ACC_06326,27442.07,01-01-2024 09:18
TXN_00000132,ACC_04721,ACC_06521,39309.37,20-01-2024 20:20
TXN_00000133,ACC_06809,ACC_06619,22163.77,07-01-2024 16:30
TXN_00000134,ACC_09502,ACC_09521,36824.48,22-01-2024 02:18
TXN_00000135,ACC_07222,ACC_08438,31683.75,11-01-2024 02:52
TXN_00000136,ACC_09153,ACC_04924,33672.5,08-01-2024 06:09
TXN_00000137,ACC_03200,ACC_03378,12317.64,16-01-2024 19:54
TXN_00000138,ACC_09295,ACC_03596,22825.27,29-01-2024 20:36
TXN_00000139,ACC_04592,ACC_08884,34848.08,16-01-2024 12:15
TXN_00000140,ACC_04208,ACC_08374,34412.36,29-01-2024 03:49
TXN_00000141,ACC_06482,ACC_04792,8876.75,31-01-2024 22:33
TXN_00000142,ACC_06805,ACC_03411,27914.55,30-01-2024 03:29
TXN_00000143,ACC_04092,ACC_09565,23285.7,17-01-2024 17:38
TXN_00000144,ACC_05599,ACC_09187,44582.15,20-01-2024 23:57
TXN_00000145,ACC_07135,ACC_06495,41545.4,18-01-2024 14:57
TXN_00000146,ACC_04303,ACC_09092,43088.6,15-01-2024 08:48
TXN_00000147,ACC_05025,ACC_09880,31919.31,25-01-2024 16:31
TXN_00000148,ACC_08134,ACC_04959,13802.41,03-01-2024 22:18
TXN_00000149,ACC_04920,ACC_05225,16858.79,29-01-2024 17:05
TXN_00000150,ACC_04133,ACC_04235,11639.95,23-01-2024 04:45
TXN_00000151,ACC_04752,ACC_03526,20801.91,11-01-2024 17:29
TXN_00000152,ACC_06406,ACC_03510,10421.04,14-01-2024 12:57
TXN_00000153,ACC_09306,ACC_07784,47308.5,01-01-2024 18:24
TXN_00000154,ACC_06907,ACC_03048,47142.81,10-01-2024 12:54
TXN_00000155,ACC_09846,ACC_06432,26957.21,24-01-2024 17:51
TXN_00000156,ACC_07941,ACC_04806,24462.65,09-01-2024 13:31
TXN_00000157,ACC_03237,ACC_06185,16872.86,22-01-2024 12:46
TXN_00000158,ACC_04352,ACC_09885,23422.77,05-01-2024 19:34
TXN_00000159,ACC_03220,ACC_06227,29635.45,22-01-2024 00:05
TXN_00000160,ACC_08265,ACC_06511,6871.4,15-01-2024 05:03
TXN_00000161,ACC_05131,ACC_06105,16434.9,15-01-2024 10:21
TXN_00000162,ACC_09235,ACC_06105,13985.01,31-01-2024 13:16
TXN_00000163,ACC_09839,ACC_03670,23568.31,24-01-2024 17:03
TXN_00000164,ACC_05866,ACC_04836,32542.19,25-01-2024 20:02
TXN_00000165,ACC_09178,ACC_03254,47485.63,07-01-2024 00:39
TXN_00000166,ACC_04248,ACC_04954,6398.43,22-01-2024 03:36
TXN_00000167,ACC_04785,ACC_06809,35003.3,25-01-2024 11:10
TXN_00000168,ACC_07963,ACC_07974,48190.36,23-01-2024 03:49
TXN_00000169,ACC_09711,ACC_04341,48239.57,04-01-2024 18:01
TXN_00000170,ACC_05555,ACC_07716,33899.63,31-01-2024 12:25
TXN_00000171,ACC_08857,ACC_04624,3892.22,23-01-2024 20:15
TXN_00000172,ACC_03834,ACC_08711,38646.8,28-01-2024 21:38
TXN_00000173,ACC_09598,ACC_03991,39831.74,19-01-2024 01:22
TXN_00000174,ACC_07364,ACC_06509,33109.91,03-01-2024 16:41
TXN_00000175,ACC_05795,ACC_03103,42493.82,27-01-2024 15:06
TXN_00000176,ACC_06551,ACC_05967,31815.7,27-01-2024 14:45
TXN_00000177,ACC_04253,ACC_06567,8889.23,17-01-2024 20:17
TXN_00000178,ACC_08045,ACC_09620,45988.92,25-01-2024 15:29
TXN_00000179,ACC_06568,ACC_09764,36578.21,09-01-2024 10:54
TXN_00000180,ACC_05011,ACC_09805,46737.63,09-01-2024 14:15
TXN_00000181,ACC_09147,ACC_06806,28535.5,22-01-2024 12:21
TXN_00000182,ACC_03235,ACC_07049,42562.55,06-01-2024 15:13
TXN_00000183,ACC_05906,ACC_09535,12991.79,09-01-2024 19:44
TXN_00000184,ACC_05263,ACC_07553,606.54,31-01-2024 06:05
TXN_00000185,ACC_04977,ACC_08898,20380.76,18-01-2024 07:44
TXN_00000186,ACC_06900,ACC_08291,35620.94,15-01-2024 00:05
TXN_00000187,ACC_05410,ACC_04815,20279.62,08-01-2024 09:42
TXN_00000188,ACC_07764,ACC_06023,23715.7,17-01-2024 11:27
TXN_00000189,ACC_09110,ACC_07508,16606.49,23-01-2024 14:17
TXN_00000190,ACC_05511,ACC_05059,11603.85,24-01-2024 06:20
TXN_00000191,ACC_03979,ACC_09085,26839.61,25-01-2024 22:11
TXN_00000192,ACC_04569,ACC_04772,36956.37,09-01-2024 23:37
TXN_00000193,ACC_09227,ACC_07297,29879.86,04-01-2024 06:18
TXN_00000194,ACC_04863,ACC_05956,9054.13,01-01-2024 22:34
TXN_00000195,ACC_04036,ACC_05247,2371.23,02-01-2024 17:18
TXN_00000196,ACC_08713,ACC_04034,31929.7,25-01-2024 15:06
TXN_00000197,ACC_03100,ACC_07702,14288.53,16-01-2024 14:21
TXN_00000198,ACC_04510,ACC_03420,12698.67,28-01-2024 15:07
TXN_00000199,ACC_09734,ACC_03535,20095.3,03-01-2024 18:40
TXN_00000200,ACC_08623,ACC_03439,7671.18,26-01-2024 18:19
TXN_00000201,ACC_03697,ACC_05033,6010.73,25-01-2024 13:38
TXN_00000202,ACC_07883,ACC_09477,30959.08,25-01-2024 16:24
TXN_00000203,ACC_06690,ACC_06626,14937.92,19-01-2024 13:19
TXN_00000204,ACC_07658,ACC_08087,3105.49,31-01-2024 23:06
TXN_00000205,ACC_09248,ACC_04702,31313.2,09-01-2024 21:05
TXN_00000206,ACC_04286,ACC_04964,8773.3,03-01-2024 05:00
TXN_00000207,ACC_06346,ACC_06690,34499.62,16-01-2024 09:02
TXN_00000208,ACC_04896,ACC_05360,35377.1,23-01-2024 14:04
TXN_00000209,ACC_08631,ACC_04912,46203.16,26-01-2024 20:37
TXN_00000210,ACC_08416,ACC_09585,46690.06,14-01-2024 03:34
TXN_00000211,ACC_04841,ACC_08305,7534.57,09-01-2024 04:04
TXN_00000212,ACC_03488,ACC_04359,39652.17,20-01-2024 23:52
TXN_00000213,ACC_07662,ACC_05364,22013.76,15-01-2024 22:19
TXN_00000214,ACC_08732,ACC_06297,47139.54,17-01-2024 17:31
TXN_00000215,ACC_06586,ACC_03658,29942.03,29-01-2024 13:47
TXN_00000216,ACC_05640,ACC_07945,12593.36,03-01-2024 07:43
TXN_00000217,ACC_09848,ACC_07712,29397.43,01-01-2024 21:52
TXN_00000218,ACC_05207,ACC_07720,2107.56,25-01-2024 05:30
TXN_00000219,ACC_07251,ACC_08337,22167.25,09-01-2024 05:37
TXN_00000220,ACC_06570,ACC_08200,40730.82,03-01-2024 15:22
TXN_00000221,ACC_06345,ACC_05730,16120.81,04-01-2024 05:21
TXN_00000222,ACC_06372,ACC_08682,24823.9,22-01-2024 12:52
TXN_00000223,ACC_09230,ACC_07506,1931.19,03-01-2024 10:16
TXN_00000224,ACC_05648,ACC_03949,48512.22,13-01-2024 16:52
TXN_00000225,ACC_03009,ACC_08387,43481.44,15-01-2024 13:03
TXN_00000226,ACC_04536,ACC_07247,18152.79,25-01-2024 15:40
TXN_00000227,ACC_06621,ACC_09225,2675.43,09-01-2024 17:08
TXN_00000228,ACC_05359,ACC_06589,44054.25,16-01-2024 03:01
TXN_00000229,ACC_08161,ACC_07987,39985.76,23-01-2024 05:19
TXN_00000230,ACC_07512,ACC_03112,27657.35,03-01-2024 07:53
TXN_00000231,ACC_03929,ACC_06780,47358.33,21-01-2024 04:31
TXN_00000232,ACC_08870,ACC_05390,25492.71,09-01-2024 13:53
TXN_00000233,ACC_06952,ACC_06868,12262.17,18-01-2024 04:24
TXN_00000234,ACC_04561,ACC_07910,25461.22,29-01-2024 04:55
TXN_00000235,ACC_03571,ACC_05263,38656.49,28-01-2024 13:21
TXN_00000236,ACC_09452,ACC_07159,13431.92,01-01-2024 09:46
TXN_00000237,ACC_05445,ACC_09860,29388.19,22-01-2024 15:55
TXN_00000238,ACC_04217,ACC_06658,26975.17,12-01-2024 10:35
TXN_00000239,ACC_09249,ACC_07451,18922.78,30-01-2024 10:55
TXN_00000240,ACC_04545,ACC_08713,12016.4,13-01-2024 07:54
TXN_00000241,ACC_09353,ACC_06365,2278,24-01-2024 15:45
TXN_00000242,ACC_09647,ACC_06123,19365.33,22-01-2024 20:09
TXN_00000243,ACC_07057,ACC_03303,6399.69,31-01-2024 18:21
TXN_00000244,ACC_03822,ACC_09922,22071.28,17-01-2024 14:00
TXN_00000245,ACC_08918,ACC_04180,20557.93,21-01-2024 04:04
TXN_00000246,ACC_06846,ACC_09402,48463.26,11-01-2024 19:44
TXN_00000247,ACC_06256,ACC_08323,4107.73,11-01-2024 21:54
TXN_00000248,ACC_07371,ACC_06113,47711.57,21-01-2024 22:56
TXN_00000249,ACC_09221,ACC_06997,43631.91,02-01-2024 19:04
TXN_00000250,ACC_04923,ACC_08170,34251.54,10-01-2024 07:47
TXN_00000251,ACC_03740,ACC_06555,48919.05,25-01-2024 20:45
TXN_00000252,ACC_03823,ACC_06634,8401.6,10-01-2024 00:02
TXN_00000253,ACC_05657,ACC_09522,2900.35,12-01-2024 11:27
TXN_00000254,ACC_04192,ACC_05000,26605.2,19-01-2024 21:50
TXN_00000255,ACC_04475,ACC_04392,8835.96,20-01-2024 12:39
TXN_00000256,ACC_08596,ACC_04972,24933.6,19-01-2024 04:14
TXN_00000257,ACC_06777,ACC_08225,12773.47,09-01-2024 21:00
TXN_00000258,ACC_09591,ACC_06811,45070.35,22-01-2024 17:10
TXN_00000259,ACC_03605,ACC_06618,47267.26,19-01-2024 09:40
TXN_00000260,ACC_06475,ACC_08655,12579.9,28-01-2024 09:12
TXN_00000261,ACC_06151,ACC_09990,24212.08,08-01-2024 12:36
TXN_00000262,ACC_05940,ACC_07708,14864.03,23-01-2024 09:01
TXN_00000263,ACC_09799,ACC_08392,19850.71,01-01-2024 18:55
TXN_00000264,ACC_08618,ACC_09375,37258.98,02-01-2024 19:47
TXN_00000265,ACC_07069,ACC_09822,45217.35,10-01-2024 07:38
TXN_00000266,ACC_09569,ACC_05886,11028.33,07-01-2024 19:16
TXN_00000267,ACC_08552,ACC_09189,36074.33,22-01-2024 21:53
TXN_00000268,ACC_04120,ACC_08146,4948.48,21-01-2024 20:02
TXN_00000269,ACC_05530,ACC_09460,22097.08,19-01-2024 11:46
TXN_00000270,ACC_04076,ACC_03738,45490.43,11-01-2024 23:26
TXN_00000271,ACC_04438,ACC_04644,6694.77,18-01-2024 11:33
TXN_00000272,ACC_07110,ACC_05232,41540.58,09-01-2024 15:51
TXN_00000273,ACC_05417,ACC_09115,43532.81,26-01-2024 03:29
TXN_00000274,ACC_03616,ACC_04153,37732.16,08-01-2024 21:46
TXN_00000275,ACC_08524,ACC_06255,48366.76,26-01-2024 17:23
TXN_00000276,ACC_03739,ACC_09477,19789.27,09-01-2024 17:07
TXN_00000277,ACC_06725,ACC_06019,33674.14,22-01-2024 08:37
TXN_00000278,ACC_06121,ACC_09737,31963.61,12-01-2024 03:43
TXN_00000279,ACC_04915,ACC_06862,1348.73,29-01-2024 17:20
